Seq	zspec	lmass	Fu	e_Fu	Fr	e_Fr
19155	          	 10.17	 8.18316e-01	 2.68678e-02	 1.93419e+00	 8.07849e-02
19156	          	  8.30	 7.31646e-02	 5.44617e-03	 1.36437e-01	 6.89848e-03
19157	          	  9.91	 3.56865e+00	 5.31909e-02	 8.11360e+00	 7.08002e-02
19158	          	 10.04	 3.15262e-01	 1.45231e-02	 1.22416e+00	 7.58833e-02
19159	          	  8.14	 2.28153e-02	 5.40986e-02	 7.98888e-02	 6.58987e-02
19160	          	  8.24	 4.83130e-02	 3.26770e-03	 9.24161e-02	 4.72001e-03
19161	          	  8.82	 1.92614e-01	 1.30708e-02	 3.34875e-01	 1.88801e-02
19162	          	  8.48	 4.42058e-02	 5.80925e-03	 9.26081e-02	 7.62464e-03
19163	          	  7.82	 1.89582e-01	 1.19816e-02	 3.67508e-01	 1.30708e-02
19164	          	  9.87	 2.57655e-01	 4.30247e-02	 4.10707e-01	 1.76093e-02
19165	          	  9.06	 7.91234e-02	 7.26156e-03	 1.89612e-01	 2.17847e-02
19166	  0.366000	 10.02	 3.09843e+00	 2.97724e-01	 1.90499e+01	 8.34172e-01
19167	          	  8.17	 1.82664e-01	 2.17847e-03	 1.51937e-01	 1.99693e-03
19168	          	  8.33	 5.43789e-01	 3.81232e-03	 1.22479e+00	 1.81539e-04
19169	          	 10.12	 1.12116e-01	 1.37970e-02	 6.88269e-01	 9.20403e-02
19170	          	  8.42	 7.05370e-02	 7.26156e-03	 1.49341e-01	 8.53233e-03
19171	          	  8.55	 9.91846e-02	 2.34185e-02	 1.69085e-01	 4.30247e-02
19172	          	  9.80	 8.26729e-01	 3.63078e-03	 1.01399e+00	 1.17093e-01
19173	          	  8.01	 5.14743e-02	 1.45231e-03	 7.79714e-02	 2.90462e-03
19174	          	  8.81	 2.45752e-01	 1.08923e-02	 2.60563e-01	 2.52339e-02
19175	  0.132000	  7.86	 1.28234e+00	 4.53848e-03	 3.35471e+00	 3.63078e-04
19176	          	  8.62	 1.75666e-01	 7.62464e-03	 2.82893e-01	 1.85170e-02
19177	          	  9.24	 4.33802e-01	 1.14370e-02	 9.49881e-01	 3.15878e-02
19178	          	  9.98	 9.11384e-01	 3.08616e-02	 2.69868e+00	 5.26463e-02
19179	          	  8.01	 1.71756e-01	 5.62771e-03	 2.88473e-01	 9.07695e-04
19180	          	  8.61	 3.25113e-01	 3.63078e-04	 4.11455e-01	 1.81539e-04
19181	          	  9.56	 7.93304e-01	 2.12401e-02	 2.42617e+00	 3.08616e-02
19182	          	  7.30	 1.05244e-01	 1.08923e-02	 3.34093e-01	 3.12247e-02
19183	          	  8.51	 8.87947e-02	 2.36001e-03	 1.53296e-01	 1.08923e-03
19184	  1.096000	 11.40	 4.83783e+00	 0.00000e+00	 4.15543e+01	 0.00000e+00
19185	          	  8.58	 2.65886e-01	 1.30708e-02	 5.15564e-01	 1.19816e-02
19186	  1.306000	 10.98	 1.28986e+00	 0.00000e+00	 1.05480e+01	 0.00000e+00
19187	          	  8.48	 1.04883e-01	 4.35694e-03	 1.53213e-01	 6.53540e-03
19188	          	  7.55	 4.24289e-02	 2.59601e-02	 9.13120e-02	 1.97878e-02
19189	          	  9.37	 3.82299e-01	 3.26770e-03	 8.90561e-01	 1.22357e-01
19190	          	  7.01	 4.78123e-03	 1.81539e-03	 1.04917e-02	 5.44617e-03
19191	          	 10.16	 3.74424e-01	 0.00000e+00	 2.35570e+00	 0.00000e+00
19192	          	  9.41	 1.08649e+00	 1.50677e-02	 2.08717e+00	 5.55509e-02
19193	          	  9.24	 2.32401e-01	 3.44924e-03	 3.40487e-01	 8.89541e-03
19194	          	 10.21	 2.44082e+00	 1.61570e-01	 4.42443e+00	 1.53582e-01
19195	          	  8.66	 2.90315e-01	 9.07695e-04	 3.53831e-01	 2.36001e-03
19196	          	  7.58	 9.67116e-02	 8.71387e-03	 2.04837e-01	 9.07695e-04
19197	          	  8.73	 1.38612e-01	 4.90155e-03	 1.50499e-01	 1.27077e-02
19198	          	  8.77	 2.65776e-02	 6.35387e-03	 1.82925e-01	 1.79724e-02
19199	          	  9.43	 3.06559e-01	 1.65201e-02	 5.04079e-01	 1.49588e-01
19200	          	  8.21	 8.23330e-02	 8.71387e-03	 1.65452e-01	 1.83354e-02
19201	          	  8.70	 1.03109e-01	 3.99386e-03	 1.19831e-01	 1.63385e-03
19202	          	 10.34	 2.95234e-01	 9.16772e-02	 1.88376e+00	 1.28112e+00
19203	          	  8.64	 8.02235e-02	 5.08309e-03	 1.44406e-01	 1.16185e-02
19204	          	  9.09	 3.64432e-01	 1.72462e-02	 9.00437e-01	 2.23293e-02
19205	          	  8.74	 5.89969e-02	 3.99386e-03	 1.02789e-01	 1.45231e-03
19206	          	  7.91	 3.38493e-02	 1.45231e-03	 5.88161e-02	 7.26156e-03
19207	          	  6.67	 2.62308e-01	 7.26156e-04	 4.45566e-01	 1.08923e-03
19208	          	  7.97	 3.46647e-02	 2.72309e-03	 6.61706e-02	 5.26463e-03
19209	          	  8.72	 1.23171e-01	 9.44003e-03	 2.52910e-01	 8.53233e-03
19210	          	  8.61	 8.95902e-02	 7.26156e-03	 1.85948e-01	 1.07108e-02
19211	  0.333000	  9.76	 2.01532e+00	 1.21813e-01	 1.27823e+01	 2.50342e-01
19212	          	  8.20	 5.15901e-01	 7.26156e-03	 1.02238e+00	 3.08616e-03
19213	          	  8.55	 1.62842e-01	 5.99079e-03	 3.68288e-01	 7.08002e-03
19214	  0.896000	 10.15	 2.95944e+00	 2.45078e-02	 1.18794e+01	 4.02835e-01
19215	          	  8.09	 3.27896e-02	 8.35080e-03	 5.52024e-02	 6.35387e-03
19216	          	  8.52	 1.00830e-01	 3.63078e-03	 1.48370e-01	 1.14370e-02
19217	          	  9.47	 2.55968e-01	 6.89848e-03	 5.16762e-01	 1.30708e-02
19218	  1.036000	 10.73	 2.76172e+00	 0.00000e+00	 1.72978e+01	 0.00000e+00
19219	          	  9.22	 5.85906e+00	 1.34883e-01	 1.61340e+01	 2.15305e-01
19220	          	 10.03	 4.72259e-01	 1.65201e-02	 6.23133e-01	 4.73817e-02
19221	          	  9.21	 9.27835e-01	 4.72001e-03	 1.26520e+00	 5.62771e-03
19222	          	  6.43	 2.90491e-02	 1.63385e-02	 5.16809e-02	 3.30401e-02
19223	          	  9.56	 6.03701e-01	 2.03324e-02	 9.89333e-01	 1.97878e-02
19224	          	  8.98	 6.41352e-02	 2.14216e-02	 1.85170e-01	 2.55970e-02
19225	          	 10.19	 1.83411e-01	 0.00000e+00	 1.90006e+00	 0.00000e+00
19226	          	  9.80	 2.06569e-01	 2.26924e-02	 9.72181e-01	 5.82740e-02
19227	  1.307000	 10.41	 2.65556e+00	 8.53233e-02	 1.00900e+01	 1.07653e-01
19228	  1.032000	 10.24	 1.00670e+00	 0.00000e+00	 6.11714e+00	 0.00000e+00
19229	          	  9.35	 5.45100e-01	 1.34339e-02	 1.10754e+00	 8.71387e-03
19230	          	  7.97	 1.31221e-01	 2.36001e-03	 2.74984e-01	 1.99693e-03
19231	          	  8.85	 4.20677e-01	 1.04022e-01	 1.21945e+00	 4.01383e-01
19232	          	  8.84	 5.58752e-02	 1.03477e-02	 1.25117e-01	 1.70647e-02
19233	          	  9.36	 1.94989e-01	 2.90462e-03	 2.93692e-01	 1.27077e-03
19234	          	  9.14	 3.46763e-01	 2.10585e-02	 8.04055e-01	 1.03477e-02
19235	          	  8.35	 4.75077e-02	 7.62464e-03	 1.20094e-01	 1.10739e-02
19236	          	  9.13	 3.31561e-01	 5.99079e-03	 6.18380e-01	 1.41600e-02
19237	          	  9.25	 3.01111e-01	 4.53848e-03	 4.88692e+00	 4.12094e-02
19238	          	 10.23	 9.96831e-01	 4.77448e-02	 3.71273e+00	 8.09664e-02
19239	          	  9.55	 1.16936e-01	 4.35694e-03	 2.69648e-01	 3.08616e-03
19240	          	  8.16	 6.52117e-02	 7.98772e-03	 1.31704e-01	 9.98465e-03
19241	          	  8.48	 1.59291e-01	 9.25849e-03	 2.66503e-01	 4.53848e-03
19242	          	  8.75	 1.24393e-01	 1.70647e-02	 2.05152e-01	 3.54001e-02
19243	          	  8.88	 1.22329e-01	 2.54155e-03	 2.28368e-01	 7.80618e-03
19244	          	  8.39	 3.18211e-02	 1.81539e-03	 9.72022e-02	 4.17540e-03
19245	          	  8.14	 2.59750e-02	 4.72001e-03	 6.24080e-02	 6.53540e-03
19246	          	  9.10	 3.67152e-01	 8.53233e-03	 6.14528e-01	 3.08616e-03
19247	          	  8.87	 5.10415e-01	 3.59447e-02	 4.13887e-01	 2.41447e-02
19248	          	  8.63	 7.18735e-02	 1.54308e-02	 1.68893e-01	 1.25262e-02
19249	          	  8.38	 5.05670e-02	 5.62771e-03	 7.73273e-02	 5.99079e-03
19250	          	  6.00	 1.29764e-01	 1.72462e-02	 1.70264e+00	 3.14063e-02
19251	          	  9.29	 3.10771e-01	 6.00894e-02	 3.55457e-01	 1.42327e-01
19252	          	  8.53	 5.36531e-02	 5.26463e-03	 7.16912e-02	 5.99079e-03
19253	  1.331100	  9.22	 6.54216e-01	 1.85170e-02	 1.40543e+00	 5.62771e-03
19254	          	  8.27	 5.64470e-02	 1.30708e-02	 2.38904e-01	 5.99079e-03
19255	          	  9.34	 1.01668e+00	 1.48862e-02	 2.00681e+00	 2.36001e-03
19256	          	  8.50	 3.64069e-01	 7.08002e-03	 6.84852e-01	 1.27077e-03
19257	          	 10.43	 5.35566e-01	 0.00000e+00	 3.68713e+00	 0.00000e+00
19258	          	 10.24	 5.32988e-01	 1.48862e-02	 2.21179e+00	 5.79109e-02
19259	          	  7.77	 6.56104e-02	 1.01662e-02	 3.62360e-01	 2.03324e-02
19260	          	  8.43	 6.03973e-02	 8.16926e-03	 1.29419e-01	 9.07695e-03
19261	          	  7.52	 8.74499e-02	 5.99079e-03	 1.64018e-01	 3.26770e-03
19262	          	  9.27	 1.88939e-01	 4.53848e-03	 3.21881e-01	 6.17233e-03
19263	          	 11.07	 1.80441e+00	 0.00000e+00	 1.59053e+01	 0.00000e+00
19264	          	  9.92	 4.99697e-01	 2.10585e-02	 1.37609e+00	 4.84709e-02
19265	          	  8.92	 5.06258e-01	 8.73203e-02	 8.06592e-01	 7.38864e-02
19266	          	  8.55	 2.66657e-01	 7.80618e-03	 7.21581e-01	 5.62771e-03
19267	          	  8.83	 1.77446e-01	 1.03477e-02	 3.79645e-01	 1.36154e-02
19268	          	  8.28	 1.70068e-01	 4.35694e-03	 1.95633e-01	 7.08002e-03
19269	          	  8.84	 1.64794e-01	 4.35694e-03	 2.79657e-01	 3.26770e-03
19270	          	  8.80	 7.44158e-02	 3.81232e-03	 1.60654e-01	 1.23447e-02
19271	          	  8.15	 8.11007e-02	 4.90155e-03	 1.09061e-01	 5.62771e-03
19272	          	  8.43	 6.02412e-01	 1.30708e-02	 1.65744e+00	 1.72462e-02
19273	          	 10.55	 8.26170e-01	 4.26617e-02	 2.11620e+00	 1.77908e-01
19274	          	  9.16	 2.04822e-01	 7.26156e-04	 4.21545e-01	 1.99693e-03
19275	          	  8.49	 8.57558e-02	 3.63078e-04	 9.72494e-02	 9.25849e-03
19276	          	  8.43	 4.83184e-02	 2.90462e-03	 1.28660e-01	 2.54155e-03
19277	          	  8.08	 5.83902e-02	 9.98465e-03	 1.28813e-01	 5.80925e-03
19278	          	  8.48	 3.04310e-02	 4.17540e-03	 3.11752e-02	 2.72309e-03
19279	          	  8.07	 3.22347e-02	 2.17847e-03	 5.50288e-02	 5.44617e-03
19280	          	 10.32	 2.17085e+00	 3.37663e-02	 5.19837e+00	 4.05014e-01
19281	          	  7.96	 6.11895e-02	 2.72309e-03	 8.81604e-02	 2.54155e-03
19282	          	  8.04	 8.87410e-02	 6.35387e-03	 1.51347e-01	 1.19816e-02
19283	          	  9.27	 1.28692e+00	 3.28586e-02	 2.56409e+00	 1.25262e-02
19284	          	  7.70	 1.22781e-01	 4.53848e-03	 2.09112e-01	 4.72001e-03
19285	          	 10.36	 2.48444e-01	 0.00000e+00	 1.87846e+00	 0.00000e+00
19286	          	  9.42	 3.31057e-01	 6.89848e-03	 5.85852e-01	 1.63385e-03
19287	          	  8.81	 3.87299e-01	 1.81539e-03	 2.48646e-01	 2.54155e-03
19288	          	  9.34	 3.27924e-01	 2.92278e-02	 5.48527e-01	 8.73203e-02
19289	          	  9.41	 4.16451e-01	 7.44310e-03	 6.67330e-01	 2.14216e-02
19290	          	  7.92	 1.41886e-01	 1.99693e-03	 2.58656e-01	 1.81539e-03
19291	          	  8.93	 2.70349e-02	 1.03477e-02	 1.60501e-01	 2.88647e-02
19292	          	  8.40	 5.31804e-01	 1.32523e-02	 1.12613e+00	 6.17233e-03
19293	          	  8.28	 1.25074e-01	 4.35694e-03	 1.74953e-01	 5.26463e-03
19294	          	  8.10	 8.85693e-02	 2.54155e-03	 1.32389e-01	 3.99386e-03
19295	          	  8.26	 9.74545e-03	 9.98465e-02	 7.37433e-02	 7.13448e-02
19296	          	  7.85	 1.15835e-01	 1.67016e-02	 2.59875e-01	 1.30708e-02
19297	          	  9.44	 3.68851e-01	 1.43416e-02	 5.56297e-01	 2.03324e-02
19298	          	  9.59	 3.34442e-01	 2.17847e-03	 6.05872e-01	 8.16926e-03
19299	          	  8.63	 3.55599e-01	 7.44310e-03	 6.34479e-01	 7.08002e-03
19300	          	  9.37	 1.37648e-01	 1.74277e-02	 1.96756e-01	 1.85170e-02
19301	  1.436000	 10.00	 8.57663e-01	 2.74124e-02	 2.77945e+00	 4.99232e-02
19302	          	  8.25	 5.14554e-02	 5.44617e-03	 1.17120e-01	 1.07108e-02
19303	          	  8.62	 2.82133e-01	 9.98465e-03	 7.49840e-01	 6.53540e-03
19304	          	  8.51	 2.54532e-02	 7.80618e-03	 2.24374e-01	 2.03324e-02
19305	          	  9.74	 4.13415e-01	 1.59754e-02	 7.99378e-01	 1.44868e-01
19306	          	  9.09	 2.00918e-01	 2.36001e-03	 2.58672e-01	 2.36001e-03
19307	          	  8.21	 4.76202e-02	 8.89541e-03	 6.16256e-02	 4.53848e-03
19308	          	  8.98	 5.87918e-01	 8.47787e-02	 9.12502e-01	 5.75479e-02
19309	          	  7.98	 6.78883e-02	 9.62157e-03	 7.37121e-02	 1.67016e-02
19310	          	  8.85	 1.39540e-01	 1.45231e-03	 1.53890e-01	 1.99693e-03
19311	          	  8.34	 2.60816e-01	 7.62464e-03	 5.48586e-01	 2.54155e-03
19312	          	  9.31	 8.10045e-02	 4.72001e-03	 1.87931e-01	 3.99386e-03
19313	          	 10.35	 1.15752e+00	 5.93633e-02	 2.98468e+00	 4.72001e-02
19314	          	  7.07	 1.09794e-01	 7.44310e-03	 3.19438e-01	 4.53848e-03
19315	          	  8.50	 1.82972e-01	 5.99079e-03	 3.56086e-01	 3.26770e-03
19316	          	  8.82	 8.10546e-02	 1.08923e-02	 3.12937e-01	 1.86985e-02
19317	          	  6.18	 2.61810e-01	 2.17847e-03	 5.03941e-01	 3.08616e-03
19318	          	  9.77	 3.51794e-01	 9.44003e-03	 1.28244e+00	 1.88801e-02
19319	          	  8.03	 3.33455e-01	 2.17847e-03	 1.05074e+00	 3.63078e-03
19320	          	  9.88	 1.31853e+00	 3.86678e-01	 2.42319e+00	 7.00378e-01
19321	          	  8.40	 1.85672e-01	 9.25849e-03	 2.80532e-01	 1.99693e-03
19322	          	 10.05	 9.84686e-01	 1.05293e-02	 2.36131e+00	 1.08923e-02
19323	          	  8.73	 7.19112e-02	 1.81539e-03	 1.15180e-01	 3.81232e-03
19324	          	  7.85	 7.23742e-02	 1.21631e-02	 1.50410e-01	 1.27077e-02
19325	          	 10.81	 2.78230e+00	 0.00000e+00	 1.48503e+01	 0.00000e+00
19326	          	  8.94	 1.99700e-01	 1.59754e-02	 4.56611e-01	 1.85170e-02
19327	          	  7.92	 5.26565e-02	 9.07695e-04	 1.35531e-01	 4.17540e-03
19328	          	  8.52	 3.32600e-02	 6.89848e-03	 6.80996e-02	 3.44924e-03
19329	          	  7.44	 2.01097e-02	 2.17847e-03	 3.00913e-02	 1.05293e-02
19330	          	  9.16	 3.38490e-01	 1.27077e-02	 7.71784e-01	 8.16926e-03
19331	          	  8.04	 5.31506e-02	 7.44310e-03	 1.39785e-01	 1.41600e-02
19332	          	  8.75	 1.10356e-01	 5.44617e-04	 2.59646e-01	 3.90309e-02
19333	  1.039000	  9.78	 1.96761e+00	 2.26924e-02	 5.09979e+00	 2.21841e-01
19334	          	  8.50	 1.77434e-01	 1.18000e-02	 3.92440e-01	 8.16926e-03
19335	          	  9.94	 1.84221e+00	 7.95141e-02	 4.97991e+00	 3.65075e-01
19336	          	  7.82	 1.33871e-01	 2.36001e-03	 2.54480e-01	 1.81539e-03
19337	          	  8.79	 1.13567e-01	 5.99079e-03	 1.34118e-01	 1.07108e-02
19338	          	  9.72	 6.56732e-01	 1.29437e-01	 4.17547e+00	 5.72574e-01
19339	          	  5.23	 9.05938e-02	 3.44924e-03	 1.76032e-01	 4.35694e-03
19340	          	  9.16	 1.08561e+00	 2.32370e-02	 3.14778e+00	 1.23447e-02
19341	  0.669900	  8.09	 3.79979e-01	 3.81232e-03	 6.12988e-01	 4.72001e-03
19342	          	  9.73	 9.06315e-01	 3.81232e-02	 2.15125e+00	 3.79417e-02
19343	          	  9.77	 6.98569e-01	 1.28893e-02	 1.60797e+00	 1.19816e-02
19344	          	  8.26	 6.19854e-02	 7.62464e-03	 1.60991e-01	 1.70647e-02
19345	          	  8.46	 9.60015e-02	 4.90155e-03	 2.19070e-01	 3.26770e-03
19346	          	  8.60	 6.15533e-02	 9.98465e-03	 7.58586e-02	 1.41600e-02
19347	          	  7.67	 3.17804e-02	 9.44003e-03	 7.29678e-02	 1.43416e-02
19348	          	  8.17	 4.40766e-02	 4.17540e-03	 5.26892e-02	 1.23447e-02
19349	          	  4.12	 2.69520e-02	 4.55663e-02	 1.25199e-01	 1.48680e-01
19350	          	  9.50	 4.34550e-01	 1.36154e-02	 7.40487e-01	 5.08309e-03
19351	          	  9.11	 1.05365e+00	 3.06801e-02	 1.97744e+00	 1.68831e-02
19352	          	 10.02	 1.12083e+00	 3.32216e-02	 2.20379e+00	 1.09286e-01
19353	          	  8.88	 2.15403e-01	 1.59754e-02	 3.43308e-01	 4.17540e-03
19354	          	  7.60	 2.51506e-02	 5.57325e-02	 8.80457e-02	 3.86678e-02
19355	          	  9.84	 8.41895e-01	 3.10432e-02	 1.52376e+00	 9.71234e-02
19356	  0.726000	 10.48	 1.10932e+00	 0.00000e+00	 1.08996e+01	 0.00000e+00
19357	          	  9.42	 2.58477e-01	 3.52186e-02	 5.92264e-01	 5.59140e-02
19358	          	  9.83	 2.13585e-01	 1.94247e-02	 1.45796e+00	 4.73817e-02
19359	          	  8.92	 7.48565e-02	 2.32370e-02	 2.15959e-01	 2.61416e-02
19360	          	  8.87	 2.36706e-01	 2.41447e-02	 6.10908e-01	 5.44617e-03
19361	          	  9.40	 1.31699e+00	 2.34185e-02	 2.73593e+00	 1.81539e-03
19362	          	  8.82	 1.15238e-01	 5.26463e-03	 3.78084e-01	 7.80618e-03
19363	          	  8.53	 3.95134e-01	 1.10739e-02	 7.30350e-01	 5.26463e-03
19364	          	 10.13	 6.37423e-01	 5.91817e-02	 1.73443e+00	 1.84262e-01
19365	          	  9.02	 2.52801e-01	 8.53233e-03	 2.68229e-01	 3.68524e-02
19366	          	  8.94	 2.43221e-01	 4.35694e-03	 4.30244e-01	 2.17847e-02
19367	          	  7.87	 1.60864e-02	 6.17233e-03	 1.03447e-01	 1.39785e-02
19368	          	  8.58	 1.52414e-01	 8.89541e-03	 3.34972e-01	 3.08616e-03
19369	          	  7.98	 8.92192e-02	 2.17847e-03	 1.46122e+00	 1.86985e-02
19370	          	  8.92	 6.47550e-01	 6.17233e-03	 1.03253e+00	 1.81539e-04
19371	          	  8.60	 1.18244e-01	 6.35387e-03	 1.57609e-01	 1.41600e-02
19372	          	  8.66	 1.67592e-01	 6.71694e-03	 2.95544e-01	 3.99386e-03
19373	          	  9.03	 3.07131e-01	 1.08923e-02	 1.25306e+00	 1.76093e-02
19374	          	  8.97	 5.65320e-01	 2.36001e-03	 7.27844e-01	 1.08923e-03
19375	          	  9.08	 2.31210e-01	 9.80311e-03	 5.97129e-01	 8.16926e-03
19376	  0.742000	  9.56	 1.92545e+00	 3.86678e-02	 5.21264e+00	 1.74277e-02
19377	          	  8.90	 1.17899e-01	 3.81232e-03	 1.49552e-01	 1.59754e-02
19378	          	  9.98	 1.87426e+00	 5.99079e-03	 3.37618e+00	 1.57939e-01
19379	          	  8.32	 3.15042e-01	 8.53233e-03	 6.13747e-01	 5.44617e-04
19380	          	  9.21	 2.64205e-01	 5.62771e-03	 3.66694e-01	 2.39632e-02
19381	          	  8.79	 9.48643e-02	 2.17847e-03	 2.12549e-01	 1.23447e-02
19382	          	  7.62	 1.47506e-01	 8.35080e-03	 2.98642e-01	 1.99693e-03
19383	          	  9.28	 1.42315e-01	 8.71387e-03	 4.94785e-01	 3.21324e-02
19384	          	 10.11	 1.08980e-01	 1.63385e-03	 8.55089e-01	 4.35694e-03
19385	          	  9.62	 1.40407e-01	 1.37970e-02	 3.14924e-01	 2.52339e-02
19386	          	  6.81	 4.06887e-02	 4.17540e-03	 1.02875e-01	 3.26770e-03
19387	  0.338000	  8.81	 1.23125e+00	 4.22986e-02	 3.60737e+00	 4.55663e-02
19388	          	  8.31	 3.46119e-02	 4.53848e-03	 6.31571e-02	 1.07108e-02
19389	          	  8.34	 4.76021e-02	 7.80618e-03	 8.98927e-02	 3.81232e-03
19390	          	  8.26	 6.76247e-02	 5.44617e-04	 1.72819e-01	 2.72309e-03
19391	          	  9.71	 9.46454e-01	 3.04986e-02	 2.52870e+00	 1.68831e-02
19392	          	  8.41	 2.28408e-01	 4.72001e-03	 3.74028e-01	 6.71694e-03
19393	          	  8.88	 1.05266e-01	 1.81539e-04	 1.80274e-01	 2.72309e-03
19394	          	  8.48	 7.62282e-02	 2.72309e-03	 6.72108e-02	 1.05293e-02
19395	          	  9.46	 2.51263e-01	 3.44924e-03	 3.84078e-01	 3.63078e-04
19396	          	  7.52	 8.80860e-02	 5.99079e-03	 1.48977e-01	 1.63385e-03
19397	          	  8.53	 1.03989e-01	 1.08923e-02	 1.70780e-01	 5.08309e-03
19398	          	  9.29	 8.03898e-01	 3.44924e-02	 1.75198e+00	 2.54155e-02
19399	          	  8.11	 1.06655e-01	 1.21631e-02	 2.60482e-01	 7.80618e-03
19400	          	  8.09	 1.19990e-01	 3.81232e-03	 1.75656e-01	 2.72309e-03
19401	          	  9.62	 3.92306e-01	 2.46893e-02	 1.34303e+00	 7.42495e-02
19402	          	  8.76	 1.20414e-01	 2.66862e-02	 1.87301e-01	 2.45078e-02
19403	          	  8.72	 6.19705e-02	 2.72309e-03	 1.78189e-01	 6.17233e-03
19404	          	  7.29	 3.57485e-02	 2.36001e-03	 7.29366e-02	 1.08923e-03
19405	          	  8.26	 3.28469e-02	 6.53540e-03	 1.03203e-01	 8.35080e-03
19406	          	  8.87	 5.16257e-01	 1.08923e-02	 1.31200e+00	 2.16031e-02
19407	          	  8.73	 2.37193e-01	 1.99693e-03	 3.98819e-01	 4.72001e-03
19408	  0.679000	  8.95	 1.31317e+00	 7.26156e-03	 2.80207e+00	 3.46740e-02
19409	          	  8.06	 2.91140e-02	 1.47047e-02	 8.92264e-02	 3.92124e-02
19410	          	  9.50	 3.34007e-01	 2.21478e-02	 8.94436e-01	 6.95294e-02
19411	          	  6.62	 1.59721e-02	 3.08616e-03	 4.01049e-02	 9.07695e-04
19412	          	  9.00	 2.97449e-01	 1.68831e-02	 4.63756e-01	 3.06801e-02
19413	          	  8.04	 1.31679e-02	 5.44617e-04	 2.10189e-01	 7.08002e-03
19414	          	  6.75	 1.05048e-01	 1.42871e-01	 2.51730e-01	 1.51040e-01
19415	          	  6.98	 6.07731e-02	 2.94093e-02	 2.67820e-01	 5.01048e-02
19416	  0.898000	  9.39	 1.97440e+00	 2.06954e-02	 4.04444e+00	 1.21631e-02
19417	          	 10.08	 6.07793e-01	 1.56124e-02	 1.12419e+00	 1.50677e-02
19418	          	 10.25	 5.18563e-01	 5.80925e-03	 1.16620e+00	 1.24354e-01
19419	          	  8.68	 2.47824e-01	 1.61570e-02	 4.59889e-01	 2.54155e-03
19420	          	  7.63	 2.90827e-02	 5.99079e-03	 5.87998e-02	 3.26770e-03
19421	          	  9.56	 5.70225e-01	 1.94247e-02	 1.25826e+00	 1.56124e-02
19422	          	  9.03	 7.34362e-01	 1.01662e-02	 1.30338e+00	 4.17540e-03
19423	          	  9.59	 7.52933e-01	 3.43109e-02	 1.22186e+00	 1.19997e-01
19424	          	  9.91	 3.55829e-01	 1.25262e-02	 1.42530e+00	 2.46893e-02
19425	          	  9.64	 3.62840e-01	 1.21631e-02	 6.67541e-01	 4.41140e-02
19426	          	  8.97	 4.41692e-01	 4.90155e-03	 6.71157e-01	 6.71694e-02
19427	          	  8.83	 6.29574e+01	 4.57478e-02	 1.98582e+02	 4.76721e-01
19428	  1.316000	  9.91	 1.34628e+00	 3.92124e-02	 3.72228e+00	 2.41447e-02
19429	          	 10.44	 7.53805e-01	 3.73970e-02	 3.57936e+00	 7.17079e-02
19430	          	  7.76	 2.76319e-01	 3.63078e-04	 3.96009e-01	 2.90462e-03
19431	          	  9.49	 4.66007e-01	 3.44924e-03	 4.84836e-01	 1.81539e-04
19432	          	  8.49	 9.03901e-02	 1.08923e-03	 9.57676e-02	 6.35387e-03
19433	          	  9.23	 3.45162e-01	 7.26156e-04	 5.23544e-01	 1.81539e-04
19434	          	  8.11	 1.90465e-01	 1.81539e-03	 2.21981e-01	 9.07695e-04
19435	          	  9.10	 5.54765e-01	 4.53848e-03	 4.79063e-01	 1.20905e-01
19436	          	  8.82	 8.12097e-01	 8.71387e-03	 1.68344e+00	 9.98465e-03
19437	          	  9.09	 2.43576e-01	 1.21631e-02	 2.42765e-01	 3.08616e-03
19438	          	  9.73	 3.62288e-01	 2.79570e-02	 1.14236e+00	 1.79724e-02
19439	          	  8.06	 1.06385e-01	 1.43416e-02	 2.19289e-01	 1.99693e-03
19440	          	  9.92	 5.20265e-01	 3.92124e-02	 9.29803e-01	 5.99079e-03
19441	          	  8.48	 8.98364e-02	 7.62464e-03	 2.07212e-01	 4.53848e-03
19442	          	  8.98	 1.77147e-01	 2.72309e-02	 2.35763e-01	 3.57632e-02
19443	          	  8.17	 4.06582e-02	 1.36154e-02	 1.06790e-01	 1.65201e-02
19444	          	  9.09	 1.12303e-01	 1.43416e-02	 3.09440e-01	 3.99386e-02
19445	          	 10.30	 5.72443e+00	 1.61207e-01	 2.58481e+01	 2.50161e-01
19446	          	  8.68	 6.38858e-01	 9.98465e-03	 1.30268e+00	 6.35387e-03
19447	          	  9.10	 2.13943e-01	 1.63385e-02	 4.84364e-01	 7.44310e-03
19448	          	 10.09	 4.90243e-01	 1.81721e-01	 2.37088e+00	 1.60099e+00
19449	          	  8.85	 9.64430e-02	 6.53540e-03	 2.03517e-01	 2.12401e-02
19450	          	  8.56	 1.28143e-01	 9.62157e-03	 2.77033e-01	 6.89848e-03
19451	          	  9.22	 1.20484e-01	 1.25262e-02	 6.28829e-01	 1.74277e-02
19452	  3.187800	  9.93	 7.41580e-01	 2.12401e-02	 1.36932e+00	 2.34185e-01
19453	  0.670000	 10.73	 3.44741e+00	 0.00000e+00	 2.53881e+01	 0.00000e+00
19454	          	 10.69	 7.03725e-01	 2.54699e-01	 2.01866e+00	 2.09714e+00
19455	          	  7.35	 4.44339e-01	 1.43416e-02	 1.15940e+00	 1.05293e-02
